Date;AAPL;GS;MCD;MMM;MSFT;NKE
2016-01-04;24.009065628051758;152.1161651611328;97.18516540527344;113.04856872558594;48.797725677490234;56.56080627441406
2016-01-05;23.40741729736328;149.49708557128906;98.52416229248047;113.54134368896484;49.020347595214844;57.35146713256836
2016-01-06;22.949338912963867;145.84742736816406;97.8629379272461;111.25447845458984;48.1298828125;56.53321838378906
2016-01-07;21.980775833129883;141.36480712890625;95.59819793701172;108.54415893554688;46.455780029296875;55.025428771972656
2016-01-08;22.096994400024414;140.7808837890625;95.44941711425781;108.17456817626953;46.598270416259766;54.12440872192383
2016-01-11;22.454801559448242;142.3179931640625;96.44953918457031;108.15145874023438;46.57155227661133;54.74959945678711
2016-01-12;22.780691146850586;142.30084228515625;97.06942749023438;108.45948028564453;46.99897766113281;55.10816192626953
2016-01-13;22.19499397277832;136.5301971435547;95.15184020996094;106.81170654296875;45.98384094238281;54.041683197021484
2016-01-14;22.680419921875;138.59112548828125;96.39168548583984;108.70585632324219;47.2928352355957;53.79343032836914
2016-01-15;22.135738372802734;133.62762451171875;95.20143127441406;106.78858947753906;45.40504455566406;52.92001724243164
2016-01-19;22.028629302978516;134.6667022705078;97.11903381347656;106.55758666992188;45.022151947021484;53.618751525878906
2016-01-20;22.058256149291992;132.0303955078125;95.69738006591797;105.4565658569336;45.22694396972656;54.28071594238281
2016-01-21;21.94659423828125;130.22702026367188;97.40005493164062;106.07250213623047;44.950904846191406;55.678184509277344
2016-01-22;23.113431930541992;134.70106506347656;97.8629379272461;107.42766571044922;46.56265640258789;55.97239303588867
2016-01-25;22.66218376159668;129.77191162109375;98.52416229248047;105.92626190185547;46.1174201965332;55.8068962097168
2016-01-26;22.787527084350586;132.63150024414062;99.54083251953125;111.477783203125;46.455780029296875;56.18384552001953
2016-01-27;21.290239334106445;132.00462341308594;99.90447998046875;112.0706558227539;45.60984802246094;54.77717971801758
2016-01-28;21.442928314208984;134.87281799316406;101.15255737304688;113.43356323242188;46.35784149169922;56.266597747802734
2016-01-29;22.18360137939453;138.7371368408203;102.3097152709961;116.26705169677734;49.05596160888672;57.011295318603516
2016-02-01;21.976215362548828;137.09693908691406;102.9957504272461;114.51921844482422;48.717586517333984;58.068599700927734
2016-02-02;21.531810760498047;130.2699737548828;102.45024871826172;113.85702514648438;47.19488525390625;57.50776672363281
2016-02-03;21.957983016967773;131.1115264892578;100.40043640136719;117.43743133544922;46.4468879699707;57.452613830566406
2016-02-04;22.13441276550293;134.38330078125;99.73091888427734;118.14582061767578;46.30442428588867;55.31962585449219
2016-02-05;21.543249130249023;134.36611938476562;95.38330078125;118.16890716552734;44.665950775146484;52.56145477294922
2016-02-08;21.770090103149414;128.16607666015625;95.92053985595703;118.4999771118164;43.998111724853516;50.603153228759766
2016-02-09;21.76551055908203;127.30736541748047;96.71404266357422;119.14677429199219;43.88233947753906;51.19157791137695
2016-02-10;21.60053062438965;126.43144226074219;97.15208435058594;118.23162841796875;44.26524353027344;52.78211212158203
2016-02-11;21.469921112060547;120.8153305053711;96.48259735107422;116.85121154785156;44.2474250793457;51.48577117919922
2016-02-12;21.536373138427734;125.48684692382812;97.47445678710938;119.40276336669922;44.96870422363281;51.871917724609375
2016-02-16;22.14358139038086;127.96854400634766;98.50763702392578;120.62034606933594;45.82072830200195;53.13148498535156
2016-02-17;22.48270034790039;129.61737060546875;98.06129455566406;121.46566772460938;47.01355743408203;53.48085021972656
2016-02-18;22.0565128326416;126.86083984375;96.84626770019531;121.58972930908203;46.80727767944336;53.876182556152344
2016-02-19;22.006099700927734;126.15663146972656;96.31727600097656;121.33381652832031;46.47542953491211;54.52895736694336
2016-02-22;22.198572158813477;127.77102661132812;97.25955963134766;122.3032455444336;47.21982955932617;55.31962585449219
2016-02-23;21.696767807006836;124.4391860961914;96.62308502197266;121.1167221069336;45.90144348144531;55.35639572143555
2016-02-24;22.01984405517578;124.99737548828125;96.7553482055664;121.9310073852539;46.06288528442383;55.53108215332031
2016-02-25;22.17107582092285;127.30736541748047;97.838134765625;123.30371856689453;46.72655487060547;57.35146713256836
2016-02-26;22.205446243286133;129.0248565673828;97.48835754394531;122.74533081054688;46.00907516479492;57.55373764038086
2016-02-29;22.15503692626953;128.9644317626953;97.59660339355469;121.65955352783203;45.63237762451172;56.625160217285156
2016-03-01;23.034915924072266;133.38023376464844;98.97907257080078;123.76898956298828;47.15706253051758;57.84794616699219
2016-03-02;23.085325241088867;132.9921112060547;98.6709213256836;123.62940979003906;47.4889030456543;57.204376220703125
2016-03-03;23.257179260253906;133.9667510986328;97.18020629882812;123.60616302490234;46.950775146484375;56.6605339050293
2016-03-04;23.603172302246094;135.26905822753906;97.58827209472656;124.14131164550781;46.66377639770508;56.46697235107422
2016-03-07;23.34195327758789;133.9840087890625;97.56330108642578;124.52906036376953;45.766910552978516;54.614227294921875
2016-03-08;23.14948272705078;130.74977111816406;98.6209487915039;124.24208068847656;46.32297897338867;55.13041687011719
2016-03-09;23.170108795166016;129.29212951660156;99.63697814941406;124.15679168701172;47.390235900878906;53.7662239074707
2016-03-10;23.18155860900879;130.24952697753906;99.92015075683594;124.00167846679688;46.681724548339844;54.27317428588867
2016-03-11;23.43131446838379;132.7679443359375;101.22764587402344;125.54502868652344;47.59651565551758;55.37928771972656
2016-03-14;23.49089241027832;132.3798065185547;102.35193634033203;125.49073028564453;47.68621063232422;56.05217742919922
2016-03-15;23.96291160583496;131.1206512451172;102.79331970214844;125.9560546875;48.06288528442383;56.59601593017578
2016-03-16;24.281414031982422;129.83551025390625;102.86827087402344;126.32828521728516;48.744510650634766;57.02001953125
2016-03-17;24.24245834350586;131.8795928955078;102.5684814453125;126.9952621459961;49.022525787353516;58.23674392700195
2016-03-18;24.269948959350586;135.924560546875;103.33462524414062;128.2206573486328;47.97320556640625;58.061607360839844
2016-03-21;24.267663955688477;134.7947235107422;103.10979461669922;127.84061431884766;48.305030822753906;59.656253814697266
2016-03-22;24.453256607055664;132.9921112060547;103.11811828613281;127.89495849609375;48.493385314941406;59.82217025756836
2016-03-23;24.318069458007812;132.88864135742188;103.42625427246094;127.39857482910156;48.40369415283203;57.554630279541016
2016-03-24;24.21267318725586;131.95716857910156;102.6767349243164;127.54594421386719;48.618934631347656;56.82645797729492
2016-03-28;24.102684020996094;132.68167114257812;102.57677459716797;128.95742797851562;48.018043518066406;56.54070281982422
2016-03-29;24.673227310180664;133.70799255371094;103.2430419921875;127.49162292480469;49.06737518310547;56.67897415161133
2016-03-30;25.10400390625;134.97584533691406;104.79206085205078;129.3219451904297;49.372314453125;57.185935974121094
2016-03-31;24.9733943939209;135.3898162841797;104.6671371459961;129.22885131835938;49.53374099731445;56.6605339050293
2016-04-01;25.202526092529297;137.83920288085938;105.78308868408203;129.92681884765625;49.838680267333984;56.77114486694336
2016-04-04;25.46145248413086;136.07118225097656;106.24113464355469;129.05047607421875;49.71311569213867;55.277896881103516
2016-04-05;25.161279678344727;133.9840087890625;106.0829086303711;128.59291076660156;48.93284225463867;55.00136184692383
2016-04-06;25.424787521362305;133.84600830078125;106.19952392578125;129.3684539794922;49.43509292602539;55.591285705566406
2016-04-07;24.870285034179688;129.72344970703125;106.71586608886719;129.63990783691406;48.84315872192383;55.58207702636719
2016-04-08;24.897781372070312;129.6112518310547;106.5659408569336;129.22885131835938;48.807273864746094;54.770931243896484
